lat,lon,crs,total
-88.5,53.5,b'',0.1940257
-88.5,54.5,b'',0.19356847
-88.5,55.5,b'',0.19254503
-88.5,56.5,b'',0.19116962
-88.5,57.5,b'',0.19070162
-88.5,58.5,b'',0.19057128
-88.5,59.5,b'',0.19042361
-88.5,60.5,b'',0.19005518
-88.5,61.5,b'',0.19012439
-88.5,62.5,b'',0.18981019
-88.5,63.5,b'',0.18962233
-88.5,64.5,b'',0.18505833
-88.5,65.5,b'',0.18330611
-88.5,66.5,b'',0.18197219
-88.5,67.5,b'',0.18145242
-88.5,68.5,b'',0.18096124
-88.5,69.5,b'',0.18058452
-88.5,70.5,b'',0.18046172
-88.5,71.5,b'',0.18017404
-88.5,72.5,b'',0.1800949
-88.5,73.5,b'',0.17965914
-88.5,74.5,b'',0.17950712
-88.5,75.5,b'',0.17887175
-88.5,76.5,b'',0.17865165
-88.5,77.5,b'',0.17821628
-88.5,78.5,b'',0.17816748
-88.5,79.5,b'',0.17795555
-88.5,80.5,b'',0.17814976
-88.5,81.5,b'',0.17809711
-88.5,82.5,b'',0.17634366
-88.5,83.5,b'',0.1753988
-88.5,84.5,b'',0.17529407
-88.5,85.5,b'',0.17513268
-88.5,86.5,b'',0.17537302
-88.5,87.5,b'',0.17524081
-88.5,88.5,b'',0.17551747
-88.5,89.5,b'',0.17567581
-88.5,90.5,b'',0.1760636
-88.5,91.5,b'',0.17651327
-88.5,92.5,b'',0.1775026
-88.5,93.5,b'',0.17757909
-88.5,94.5,b'',0.17795351
-88.5,95.5,b'',0.1780436
-88.5,96.5,b'',0.17827012
-88.5,97.5,b'',0.17832956
-88.5,98.5,b'',0.17874148
-88.5,99.5,b'',0.17886724
-88.5,100.5,b'',0.17885964
-88.5,101.5,b'',0.17883387
-88.5,102.5,b'',0.17948455
-88.5,103.5,b'',0.18100601
-88.5,104.5,b'',0.18225229
-88.5,105.5,b'',0.18294878
-88.5,106.5,b'',0.18374649
-88.5,107.5,b'',0.18430845
-88.5,108.5,b'',0.1849159
-88.5,109.5,b'',0.18588659
-88.5,110.5,b'',0.18631002
-88.5,111.5,b'',0.18713115
-88.5,112.5,b'',0.18759553
-88.5,113.5,b'',0.18822524
-88.5,114.5,b'',0.18886068
-88.5,115.5,b'',0.1895993
-88.5,116.5,b'',0.19028114
-88.5,117.5,b'',0.19128694
-88.5,118.5,b'',0.19178884
-88.5,119.5,b'',0.19263081
-88.5,120.5,b'',0.19314547
-88.5,121.5,b'',0.19398314
-88.5,122.5,b'',0.19472776
-88.5,123.5,b'',0.19569416
-88.5,124.5,b'',0.1960796
-88.5,125.5,b'',0.19702138
-88.5,126.5,b'',0.19744383
-88.5,127.5,b'',0.19708699
-88.5,128.5,b'',0.1972978
-88.5,129.5,b'',0.1981481
-88.5,130.5,b'',0.19866037
-88.5,131.5,b'',0.19971886
-88.5,132.5,b'',0.1999015
-88.5,133.5,b'',0.20064759
-88.5,134.5,b'',0.20125766
-88.5,135.5,b'',0.20228131
-88.5,136.5,b'',0.20338798
-88.5,137.5,b'',0.20473306
-88.5,138.5,b'',0.20498031
-88.5,139.5,b'',0.20577428
-88.5,140.5,b'',0.2055022
-88.5,141.5,b'',0.20614052
-88.5,142.5,b'',0.20647076
-88.5,143.5,b'',0.20679286
-88.5,144.5,b'',0.2066553
-88.5,145.5,b'',0.20733571
-88.5,146.5,b'',0.20759508
-88.5,147.5,b'',0.2082458
-88.5,148.5,b'',0.2082384
-88.5,149.5,b'',0.20864058
-88.5,150.5,b'',0.20862661
-88.5,151.5,b'',0.20950134
-88.5,152.5,b'',0.20948969
-88.5,153.5,b'',0.21018179
-88.5,154.5,b'',0.2123313
-88.5,155.5,b'',0.21287979
-88.5,156.5,b'',0.21360548
-88.5,157.5,b'',0.21368586
-88.5,158.5,b'',0.21383955
-88.5,159.5,b'',0.21390136
-88.5,160.5,b'',0.2140743
-88.5,161.5,b'',0.21418479
-88.5,162.5,b'',0.2151534
-88.5,163.5,b'',0.21583174
-88.5,164.5,b'',0.21729784
-88.5,165.5,b'',0.21786472
-88.5,166.5,b'',0.21897864
-88.5,167.5,b'',0.21998495
-88.5,168.5,b'',0.22176832
-88.5,169.5,b'',0.22510612
-88.5,170.5,b'',0.22979459
-88.5,171.5,b'',0.23359035
-88.5,172.5,b'',0.23807439
-88.5,173.5,b'',0.24117075
-88.5,174.5,b'',0.24260831
-88.5,175.5,b'',0.24586761
-88.5,176.5,b'',0.2478371
-88.5,177.5,b'',0.24994694
-88.5,178.5,b'',0.2511491
-88.5,179.5,b'',0.25263804
-87.5,-179.5,b'',0.29878786
-87.5,-178.5,b'',0.30128363
-87.5,-177.5,b'',0.3051455
-87.5,-176.5,b'',0.3067142
-87.5,-175.5,b'',0.31593075
-87.5,-174.5,b'',0.3182863
-87.5,-173.5,b'',0.3272013
-87.5,-172.5,b'',0.3355166
-87.5,-171.5,b'',0.3444526
-87.5,-170.5,b'',0.35259908
-87.5,-169.5,b'',0.35724524
-87.5,-168.5,b'',0.37254342
-87.5,-167.5,b'',0.37940416
-87.5,-166.5,b'',0.3854327
-87.5,-165.5,b'',0.38989636
-87.5,-164.5,b'',0.39593014
-87.5,-163.5,b'',0.4024312
-87.5,-162.5,b'',0.40646172
-87.5,-161.5,b'',0.41134614
-87.5,-160.5,b'',0.4208855
-87.5,-159.5,b'',0.42393076
-87.5,-158.5,b'',0.43414977
-87.5,-157.5,b'',0.43786484
-87.5,-156.5,b'',0.43966818
-87.5,-155.5,b'',0.44057536
-87.5,-154.5,b'',0.4402936
-87.5,-153.5,b'',0.44685367
-87.5,-152.5,b'',0.45011488
-87.5,-151.5,b'',0.4472699
-87.5,-150.5,b'',0.44622695
-87.5,-149.5,b'',0.44561675
-87.5,-148.5,b'',0.44516742
-87.5,-147.5,b'',0.44370925
